#    x (m)        y (m)        V(x,y) (V)
    4.081633    3.469388   18.141805
    4.285714    3.469388   18.567670
    4.489796    3.469388   19.008094
    4.693878    3.469388   19.462453
    4.897959    3.469388   19.930132
    5.102041    3.469388   20.410534
    5.306122    3.469388   20.903075
    5.510204    3.469388   21.407189
    5.714286    3.469388   21.922329
    5.918367    3.469388   22.447965
    6.122449    3.469388   22.983586
    6.326531    3.469388   23.528700
    6.530612    3.469388   24.082834
    6.734694    3.469388   24.645537
    6.938776    3.469388   25.216374
    7.142857    3.469388   25.794931
    7.346939    3.469388   26.380813
    7.551020    3.469388   26.973638
    7.755102    3.469388   27.573037
    7.959184    3.469388   28.178627
    8.163265    3.469388   28.789984
    8.367347    3.469388   29.406570
    8.571429    3.469388   30.027631
    8.775510    3.469388   30.652060
    8.979592    3.469388   31.278282
    9.183673    3.469388   31.904362
    9.387755    3.469388    0.000000
    9.591837    3.469388    0.000000
    9.795918    3.469388    0.000000
   10.000000    3.469388    0.000000

    0.000000    3.673469   14.285036
    0.204082    3.673469   14.298164
    0.408163    3.673469   14.337512
    0.612245    3.673469   14.402968
    0.816327    3.673469   14.494350
    1.020408    3.673469   14.611406
    1.224490    3.673469   14.753816
    1.428571    3.673469   14.921198
    1.632653    3.673469   15.113113
    1.836735    3.673469   15.329069
    2.040816    3.673469   15.568527
    2.244898    3.673469   15.830905
    2.448980    3.673469   16.115588
    2.653061    3.673469   16.421929
    2.857143    3.673469   16.749260
    3.061224    3.673469   17.096893
    3.265306    3.673469   17.464127
    3.469388    3.673469   17.850253
    3.673469    3.673469   18.254560
    3.877551    3.673469   18.676336
    4.081633    3.673469   19.114874
    4.285714    3.673469   19.569476
    4.489796    3.673469   20.039453
    4.693878    3.673469   20.524129
    4.897959    3.673469   21.022845
    5.102041    3.673469   21.534957
    5.306122    3.673469   22.059840
    5.510204    3.673469   22.596889
    5.714286    3.673469   23.145517
    5.918367    3.673469   23.705160
    6.122449    3.673469   24.275274
    6.326531    3.673469   24.855336
    6.530612    3.673469   25.444845
    6.734694    3.673469   26.043320
    6.938776    3.673469   26.650303
    7.142857    3.673469   27.265358
    7.346939    3.673469   27.888071
    7.551020    3.673469   28.518053
    7.755102    3.673469   29.154934
    7.959184    3.673469   29.798347
    8.163265    3.673469   30.447887
    8.367347    3.673469   31.103010
    8.571429    3.673469   31.762825
    8.775510    3.673469   32.425728
    8.979592    3.673469   33.088801
    9.183673    3.673469   33.746991
    9.387755    3.673469    0.000000
    9.591837    3.673469    0.000000
    9.795918    3.673469    0.000000
   10.000000    3.673469    0.000000

    0.000000    3.877551   14.914987
    0.204082    3.877551   14.929048
    0.408163    3.877551   14.971192
    0.612245    3.877551   15.041293
    0.816327    3.877551   15.139149
    1.020408    3.877551   15.264475
    1.224490    3.877551   15.416917
    1.428571    3.877551   15.596049
    1.632653    3.877551   15.801382
    1.836735    3.877551   16.032369
    2.040816    3.877551   16.288412
    2.244898    3.877551   16.568868
    2.448980    3.877551   16.873056
    2.653061    3.877551   17.200266
    2.857143    3.877551   17.549760
    3.061224    3.877551   17.920784
    3.265306    3.877551   18.312571
    3.469388    3.877551   18.724349
    3.673469    3.877551   19.155340
    3.877551    3.877551   19.604773
    4.081633    3.877551   20.071881
    4.285714    3.877551   20.555909
    4.489796    3.877551   21.056114
    4.693878    3.877551   21.571769
    4.897959    3.877551   22.102165
    5.102041    3.877551   22.646613
    5.306122    3.877551   23.204444
    5.510204    3.877551   23.775012
    5.714286    3.877551   24.357694
    5.918367    3.877551   24.951888
    6.122449    3.877551   25.557018
    6.326531    3.877551   26.172530
    6.530612    3.877551   26.797892
    6.734694    3.877551   27.432598
    6.938776    3.877551   28.076164
    7.142857    3.877551   28.728129
    7.346939    3.877551   29.388064
    7.551020    3.877551   30.055570
    7.755102    3.877551   30.730293
    7.959184    3.877551   31.411919
    8.163265    3.877551   32.100156
    8.367347    3.877551   32.794644
    8.571429    3.877551   33.494719
    8.775510    3.877551   34.198873
    8.979592    3.877551   34.903694
    9.183673    3.877551   35.601952
    9.387755    3.877551    0.000000
    9.591837    3.877551    0.000000
    9.795918    3.877551    0.000000
   10.000000    3.877551    0.000000

    0.000000    4.081633   15.516801
    0.204082    4.081633   15.531837
    0.408163    4.081633   15.576901
    0.612245    4.081633   15.651852
    0.816327    4.081633   15.756463
    1.020408    4.081633   15.890418
    1.224490    4.081633   16.053318
    1.428571    4.081633   16.244690
    1.632653    4.081633   16.463989
    1.836735    4.081633   16.710606
    2.040816    4.081633   16.983878
    2.244898    4.081633   17.283093
    2.448980    4.081633   17.607500
    2.653061    4.081633   17.956315
    2.857143    4.081633   18.328727
    3.061224    4.081633   18.723910
    3.265306    4.081633   19.141026
    3.469388    4.081633   19.579230
    3.673469    4.081633   20.037680
    3.877551    4.081633   20.515537
    4.081633    4.081633   21.011971
    4.285714    4.081633   21.526169
    4.489796    4.081633   22.057329
    4.693878    4.081633   22.604671
    4.897959    4.081633   23.167437
    5.102041    4.081633   23.744889
    5.306122    4.081633   24.336315
    5.510204    4.081633   24.941026
    5.714286    4.081633   25.558362
    5.918367    4.081633   26.187685
    6.122449    4.081633   26.828384
    6.326531    4.081633   27.479876
    6.530612    4.081633   28.141600
    6.734694    4.081633   28.813022
    6.938776    4.081633   29.493629
    7.142857    4.081633   30.182937
    7.346939    4.081633   30.880491
    7.551020    4.081633   31.585879
    7.755102    4.081633   32.298755
    7.959184    4.081633   33.018874
    8.163265    4.081633   33.746131
    8.367347    4.081633   34.480567
    8.571429    4.081633   35.222238
    8.775510    4.081633   35.970748
    8.979592    4.081633   36.724039
    9.183673    4.081633    0.000000
    9.387755    4.081633    0.000000
    9.591837    4.081633    0.000000
    9.795918    4.081633    0.000000
   10.000000    4.081633    0.000000

    0.000000    4.285714   16.088526
    0.204082    4.285714   16.104584
    0.408163    4.285714   16.152706
    0.612245    4.285714   16.232737
    0.816327    4.285714   16.344420
    1.020408    4.285714   16.487401
    1.224490    4.285714   16.661236
    1.428571    4.285714   16.865394
    1.632653    4.285714   17.099267
    1.836735    4.285714   17.362179
    2.040816    4.285714   17.653394
    2.244898    4.285714   17.972122
    2.448980    4.285714   18.317533
    2.653061    4.285714   18.688762
    2.857143    4.285714   19.084921
    3.061224    4.285714   19.505103
    3.265306    4.285714   19.948392
    3.469388    4.285714   20.413868
    3.673469    4.285714   20.900615
    3.877551    4.285714   21.407724
    4.081633    4.285714   21.934302
    4.285714    4.285714   22.479468
    4.489796    4.285714   23.042364
    4.693878    4.285714   23.622154
    4.897959    4.285714   24.218026
    5.102041    4.285714   24.829195
    5.306122    4.285714   25.454904
    5.510204    4.285714   26.094421
    5.714286    4.285714   26.747047
    5.918367    4.285714   27.412108
    6.122449    4.285714   28.088963
    6.326531    4.285714   28.776994
    6.530612    4.285714   29.475615
    6.734694    4.285714   30.184263
    6.938776    4.285714   30.902399
    7.142857    4.285714   31.629506
    7.346939    4.285714   32.365096
    7.551020    4.285714   33.108717
    7.755102    4.285714   33.859997
    7.959184    4.285714   34.618716
    8.163265    4.285714   35.384938
    8.367347    4.285714   36.159198
    8.571429    4.285714   36.942678
    8.775510    4.285714   37.737193
    8.979592    4.285714   38.544502
    9.183673    4.285714    0.000000
    9.387755    4.285714    0.000000
    9.591837    4.285714    0.000000
    9.795918    4.285714    0.000000
   10.000000    4.285714    0.000000

    0.000000    4.489796   16.628117
    0.204082    4.489796   16.645249
    0.408163    4.489796   16.696586
    0.612245    4.489796   16.781954
    0.816327    4.489796   16.901063
    1.020408    4.489796   17.053517
    1.224490    4.489796   17.238817
    1.428571    4.489796   17.456370
    1.632653    4.489796   17.705496
    1.836735    4.489796   17.985442
    2.040816    4.489796   18.295389
    2.244898    4.489796   18.634462
    2.448980    4.489796   19.001742
    2.653061    4.489796   19.396278
    2.857143    4.489796   19.817091
    3.061224    4.489796   20.263189
    3.265306    4.489796   20.733571
    3.469388    4.489796   21.227236
    3.673469    4.489796   21.743189
    3.877551    4.489796   22.280448
    4.081633    4.489796   22.838047
    4.285714    4.489796   23.415041
    4.489796    4.489796   24.010510
    4.693878    4.489796   24.623559
    4.897959    4.489796   25.253323
    5.102041    4.489796   25.898968
    5.306122    4.489796   26.559688
    5.510204    4.489796   27.234712
    5.714286    4.489796   27.923300
    5.918367    4.489796   28.624744
    6.122449    4.489796   29.338368
    6.326531    4.489796   30.063528
    6.530612    4.489796   30.799608
    6.734694    4.489796   31.546020
    6.938776    4.489796   32.302200
    7.142857    4.489796   33.067599
    7.346939    4.489796   33.841680
    7.551020    4.489796   34.623920
    7.755102    4.489796   35.413847
    7.959184    4.489796   36.211133
    8.163265    4.489796   37.015821
    8.367347    4.489796   37.828729
    8.571429    4.489796   38.652115
    8.775510    4.489796   39.490538
    8.979592    4.489796    0.000000
    9.183673    4.489796    0.000000
    9.387755    4.489796    0.000000
    9.591837    4.489796    0.000000
    9.795918    4.489796    0.000000
   10.000000    4.489796    0.000000

    0.000000    4.693878   17.133425
    0.204082    4.693878   17.151689
    0.408163    4.693878   17.206417
    0.612245    4.693878   17.297410
    0.816327    4.693878   17.424344
    1.020408    4.693878   17.586772
    1.224490    4.693878   17.784132
    1.428571    4.693878   18.015760
    1.632653    4.693878   18.280895
    1.836735    4.693878   18.578696
    2.040816    4.693878   18.908251
    2.244898    4.693878   19.268588
    2.448980    4.693878   19.658693
    2.653061    4.693878   20.077514
    2.857143    4.693878   20.523976
    3.061224    4.693878   20.996991
    3.265306    4.693878   21.495468
    3.469388    4.693878   22.018317
    3.673469    4.693878   22.564459
    3.877551    4.693878   23.132834
    4.081633    4.693878   23.722400
    4.285714    4.693878   24.332144
    4.489796    4.693878   24.961080
    4.693878    4.693878   25.608254
    4.897959    4.693878   26.272746
    5.102041    4.693878   26.953669
    5.306122    4.693878   27.650174
    5.510204    4.693878   28.361445
    5.714286    4.693878   29.086703
    5.918367    4.693878   29.825205
    6.122449    4.693878   30.576244
    6.326531    4.693878   31.339145
    6.530612    4.693878   32.113271
    6.734694    4.693878   32.898012
    6.938776    4.693878   33.692784
    7.142857    4.693878   34.497013
    7.346939    4.693878   35.310111
    7.551020    4.693878   36.131458
    7.755102    4.693878   36.960391
    7.959184    4.693878   37.796272
    8.163265    4.693878   38.638716
    8.367347    4.693878   39.488166
    8.571429    4.693878   40.347046
    8.775510    4.693878   41.221775
    8.979592    4.693878    0.000000
    9.183673    4.693878    0.000000
    9.387755    4.693878    0.000000
    9.591837    4.693878    0.000000
    9.795918    4.693878    0.000000
   10.000000    4.693878    0.000000

    0.000000    4.897959   17.602181
    0.204082    4.897959   17.621645
    0.408163    4.897959   17.679961
    0.612245    4.897959   17.776906
    0.816327    4.897959   17.912112
    1.020408    4.897959   18.085076
    1.224490    4.897959   18.295164
    1.428571    4.897959   18.541628
    1.632653    4.897959   18.823616
    1.836735    4.897959   19.140186
    2.040816    4.897959   19.490321
    2.244898    4.897959   19.872942
    2.448980    4.897959   20.286924
    2.653061    4.897959   20.731105
    2.857143    4.897959   21.204306
    3.061224    4.897959   21.705333
    3.265306    4.897959   22.232995
    3.469388    4.897959   22.786107
    3.673469    4.897959   23.363502
    3.877551    4.897959   23.964033
    4.081633    4.897959   24.586581
    4.285714    4.897959   25.230061
    4.489796    4.897959   25.893418
    4.693878    4.897959   26.575637
    4.897959    4.897959   27.275742
    5.102041    4.897959   27.992795
    5.306122    4.897959   28.725899
    5.510204    4.897959   29.474196
    5.714286    4.897959   30.236868
    5.918367    4.897959   31.013136
    6.122449    4.897959   31.802262
    6.326531    4.897959   32.603544
    6.530612    4.897959   33.416323
    6.734694    4.897959   34.239975
    6.938776    4.897959   35.073911
    7.142857    4.897959   35.917550
    7.346939    4.897959   36.770285
    7.551020    4.897959   37.631408
    7.755102    4.897959   38.500022
    7.959184    4.897959   39.374970
    8.163265    4.897959   40.254912
    8.367347    4.897959   41.138808
    8.571429    4.897959   42.027272
    8.775510    4.897959    0.000000
    8.979592    4.897959    0.000000
    9.183673    4.897959    0.000000
    9.387755    4.897959    0.000000
    9.591837    4.897959    0.000000
    9.795918    4.897959    0.000000
   10.000000    4.897959    0.000000

    0.000000    5.102041   18.031985
    0.204082    5.102041   18.052723
    0.408163    5.102041   18.114852
    0.612245    5.102041   18.218117
    0.816327    5.102041   18.362103
    1.020408    5.102041   18.546236
    1.224490    5.102041   18.769802
    1.428571    5.102041   19.031957
    1.632653    5.102041   19.331743
    1.836735    5.102041   19.668102
    2.040816    5.102041   20.039898
    2.244898    5.102041   20.445930
    2.448980    5.102041   20.884950
    2.653061    5.102041   21.355676
    2.857143    5.102041   21.856809
    3.061224    5.102041   22.387042
    3.265306    5.102041   22.945074
    3.469388    5.102041   23.529619
    3.673469    5.102041   24.139412
    3.877551    5.102041   24.773219
    4.081633    5.102041   25.429838
    4.285714    5.102041   26.108105
    4.489796    5.102041   26.806899
    4.693878    5.102041   27.525142
    4.897959    5.102041   28.261797
    5.102041    5.102041   29.015878
    5.306122    5.102041   29.786438
    5.510204    5.102041   30.572578
    5.714286    5.102041   31.373442
    5.918367    5.102041   32.188216
    6.122449    5.102041   33.016129
    6.326531    5.102041   33.856453
    6.530612    5.102041   34.708506
    6.734694    5.102041   35.571658
    6.938776    5.102041   36.445330
    7.142857    5.102041   37.328976
    7.346939    5.102041   38.222039
    7.551020    5.102041   39.123821
    7.755102    5.102041   40.033279
    7.959184    5.102041   40.948702
    8.163265    5.102041   41.867388
    8.367347    5.102041   42.785578
    8.571429    5.102041   43.699288
    8.775510    5.102041    0.000000
    8.979592    5.102041    0.000000
    9.183673    5.102041    0.000000
    9.387755    5.102041    0.000000
    9.591837    5.102041    0.000000
    9.795918    5.102041    0.000000
   10.000000    5.102041    0.000000

    0.000000    5.306122   18.420285
    0.204082    5.306122   18.442383
    0.408163    5.306122   18.508579
    0.612245    5.306122   18.618583
    0.816327    5.306122   18.771921
    1.020408    5.306122   18.967941
    1.224490    5.306122   19.205833
    1.428571    5.306122   19.484640
    1.632653    5.306122   19.803282
    1.836735    5.306122   20.160570
    2.040816    5.306122   20.555231
    2.244898    5.306122   20.985926
    2.448980    5.306122   21.451268
    2.653061    5.306122   21.949840
    2.857143    5.306122   22.480212
    3.061224    5.306122   23.040953
    3.265306    5.306122   23.630644
    3.469388    5.306122   24.247887
    3.673469    5.306122   24.891316
    3.877551    5.306122   25.559600
    4.081633    5.306122   26.251452
    4.285714    5.306122   26.965630
    4.489796    5.306122   27.700940
    4.693878    5.306122   28.456240
    4.897959    5.306122   29.230436
    5.102041    5.306122   30.022487
    5.306122    5.306122   30.831404
    5.510204    5.306122   31.656244
    5.714286    5.306122   32.496114
    5.918367    5.306122   33.350165
    6.122449    5.306122   34.217594
    6.326531    5.306122   35.097641
    6.530612    5.306122   35.989599
    6.734694    5.306122   36.892828
    6.938776    5.306122   37.806772
    7.142857    5.306122   38.730968
    7.346939    5.306122   39.665016
    7.551020    5.306122   40.608449
    7.755102    5.306122   41.560398
    7.959184    5.306122   42.518972
    8.163265    5.306122   43.480267
    8.367347    5.306122   44.437170
    8.571429    5.306122    0.000000
    8.775510    5.306122    0.000000
    8.979592    5.306122    0.000000
    9.183673    5.306122    0.000000
    9.387755    5.306122    0.000000
    9.591837    5.306122    0.000000
    9.795918    5.306122    0.000000
   10.000000    5.306122    0.000000

    0.000000    5.510204   18.764357
    0.204082    5.510204   18.787912
    0.408163    5.510204   18.858466
    0.612245    5.510204   18.975686
    0.816327    5.510204   19.139029
    1.020408    5.510204   19.347751
    1.224490    5.510204   19.600927
    1.428571    5.510204   19.897472
    1.632653    5.510204   20.236160
    1.836735    5.510204   20.615653
    2.040816    5.510204   21.034522
    2.244898    5.510204   21.491269
    2.448980    5.510204   21.984352
    2.653061    5.510204   22.512204
    2.857143    5.510204   23.073249
    3.061224    5.510204   23.665919
    3.265306    5.510204   24.288667
    3.469388    5.510204   24.939976
    3.673469    5.510204   25.618370
    3.877551    5.510204   26.322421
    4.081633    5.510204   27.050749
    4.285714    5.510204   27.802031
    4.489796    5.510204   28.575001
    4.693878    5.510204   29.368450
    4.897959    5.510204   30.181227
    5.102041    5.510204   31.012240
    5.306122    5.510204   31.860454
    5.510204    5.510204   32.724887
    5.714286    5.510204   33.604611
    5.918367    5.510204   34.498744
    6.122449    5.510204   35.406448
    6.326531    5.510204   36.326928
    6.530612    5.510204   37.259436
    6.734694    5.510204   38.203301
    6.938776    5.510204   39.157976
    7.142857    5.510204   40.123100
    7.346939    5.510204   41.098553
    7.551020    5.510204   42.084400
    7.755102    5.510204   43.080568
    7.959184    5.510204   44.085978
    8.163265    5.510204   45.096819
    8.367347    5.510204    0.000000
    8.571429    5.510204    0.000000
    8.775510    5.510204    0.000000
    8.979592    5.510204    0.000000
    9.183673    5.510204    0.000000
    9.387755    5.510204    0.000000
    9.591837    5.510204    0.000000
    9.795918    5.510204    0.000000
   10.000000    5.510204    0.000000

    0.000000    5.714286   19.061281
    0.204082    5.714286   19.086406
    0.408163    5.714286   19.161651
    0.612245    5.714286   19.286634
    0.816327    5.714286   19.460728
    1.020408    5.714286   19.683080
    1.224490    5.714286   19.952630
    1.428571    5.714286   20.268140
    1.632653    5.714286   20.628218
    1.836735    5.714286   21.031350
    2.040816    5.714286   21.475926
    2.244898    5.714286   21.960272
    2.448980    5.714286   22.482667
    2.653061    5.714286   23.041377
    2.857143    5.714286   23.634665
    3.061224    5.714286   24.260813
    3.265306    5.714286   24.918135
    3.469388    5.714286   25.604987
    3.673469    5.714286   26.319778
    3.877551    5.714286   27.060973
    4.081633    5.714286   27.827101
    4.285714    5.714286   28.616754
    4.489796    5.714286   29.428593
    4.693878    5.714286   30.261341
    4.897959    5.714286   31.113792
    5.102041    5.714286   31.984802
    5.306122    5.714286   32.873293
    5.510204    5.714286   33.778248
    5.714286    5.714286   34.698706
    5.918367    5.714286   35.633759
    6.122449    5.714286   36.582536
    6.326531    5.714286   37.544198
    6.530612    5.714286   38.517935
    6.734694    5.714286   39.502997
    6.938776    5.714286   40.498772
    7.142857    5.714286   41.504940
    7.346939    5.714286   42.521685
    7.551020    5.714286   43.549889
    7.755102    5.714286   44.591073
    7.959184    5.714286   45.646653
    8.163265    5.714286   46.715768
    8.367347    5.714286    0.000000
    8.571429    5.714286    0.000000
    8.775510    5.714286    0.000000
    8.979592    5.714286    0.000000
    9.183673    5.714286    0.000000
    9.387755    5.714286    0.000000
    9.591837    5.714286    0.000000
    9.795918    5.714286    0.000000
   10.000000    5.714286    0.000000

    0.000000    5.918367   19.307913
    0.204082    5.918367   19.334736
    0.408163    5.918367   19.415058
    0.612245    5.918367   19.548432
    0.816327    5.918367   19.734135
    1.020408    5.918367   19.971180
    1.224490    5.918367   20.258348
    1.428571    5.918367   20.594220
    1.632653    5.918367   20.977207
    1.836735    5.918367   21.405591
    2.040816    5.918367   21.877556
    2.244898    5.918367   22.391220
    2.448980    5.918367   22.944669
    2.653061    5.918367   23.535975
    2.857143    5.918367   24.163226
    3.061224    5.918367   24.824540
    3.265306    5.918367   25.518080
    3.469388    5.918367   26.242069
    3.673469    5.918367   26.994791
    3.877551    5.918367   27.774603
    4.081633    5.918367   28.579938
    4.285714    5.918367   29.409304
    4.489796    5.918367   30.261285
    4.693878    5.918367   31.134541
    4.897959    5.918367   32.027808
    5.102041    5.918367   32.939894
    5.306122    5.918367   33.869678
    5.510204    5.918367   34.816113
    5.714286    5.918367   35.778213
    5.918367    5.918367   36.755054
    6.122449    5.918367   37.745743
    6.326531    5.918367   38.749401
    6.530612    5.918367   39.765130
    6.734694    5.918367   40.792026
    6.938776    5.918367   41.829260
    7.142857    5.918367   42.876326
    7.346939    5.918367   43.933484
    7.551020    5.918367   45.002416
    7.755102    5.918367   46.086871
    7.959184    5.918367   47.192753
    8.163265    5.918367    0.000000
    8.367347    5.918367    0.000000
    8.571429    5.918367    0.000000
    8.775510    5.918367    0.000000
    8.979592    5.918367    0.000000
    9.183673    5.918367    0.000000
    9.387755    5.918367    0.000000
    9.591837    5.918367    0.000000
    9.795918    5.918367    0.000000
   10.000000    5.918367    0.000000

    0.000000    6.122449   19.500847
    0.204082    6.122449   19.529520
    0.408163    6.122449   19.615364
    0.612245    6.122449   19.757859
    0.816327    6.122449   19.956160
    1.020408    6.122449   20.209123
    1.224490    6.122449   20.515335
    1.428571    6.122449   20.873161
    1.632653    6.122449   21.280783
    1.836735    6.122449   21.736241
    2.040816    6.122449   22.237480
    2.244898    6.122449   22.782384
    2.448980    6.122449   23.368814
    2.653061    6.122449   23.994632
    2.857143    6.122449   24.657731
    3.061224    6.122449   25.356049
    3.265306    6.122449   26.087590
    3.469388    6.122449   26.850429
    3.673469    6.122449   27.642726
    3.877551    6.122449   28.462724
    4.081633    6.122449   29.308758
    4.285714    6.122449   30.179251
    4.489796    6.122449   31.072714
    4.693878    6.122449   31.987743
    4.897959    6.122449   32.923018
    5.102041    6.122449   33.877298
    5.306122    6.122449   34.849425
    5.510204    6.122449   35.838321
    5.714286    6.122449   36.842988
    5.918367    6.122449   37.862501
    6.122449    6.122449   38.895979
    6.326531    6.122449   39.942529
    6.530612    6.122449   41.001169
    6.734694    6.122449   42.070762
    6.938776    6.122449   43.150039
    7.142857    6.122449   44.237854
    7.346939    6.122449   45.333867
    7.551020    6.122449   46.439821
    7.755102    6.122449   47.561426
    7.959184    6.122449    0.000000
    8.163265    6.122449    0.000000
    8.367347    6.122449    0.000000
    8.571429    6.122449    0.000000
    8.775510    6.122449    0.000000
    8.979592    6.122449    0.000000
    9.183673    6.122449    0.000000
    9.387755    6.122449    0.000000
    9.591837    6.122449    0.000000
    9.795918    6.122449    0.000000
   10.000000    6.122449    0.000000

    0.000000    6.326531   19.636378
    0.204082    6.326531   19.667076
    0.408163    6.326531   19.758963
    0.612245    6.326531   19.911429
    0.816327    6.326531   20.123481
    1.020408    6.326531   20.393778
    1.224490    6.326531   20.720678
    1.428571    6.326531   21.102285
    1.632653    6.326531   21.536505
    1.836735    6.326531   22.021099
    2.040816    6.326531   22.553734
    2.244898    6.326531   23.132024
    2.448980    6.326531   23.753576
    2.653061    6.326531   24.416018
    2.857143    6.326531   25.117027
    3.061224    6.326531   25.854349
    3.265306    6.326531   26.625814
    3.469388    6.326531   27.429347
    3.673469    6.326531   28.262974
    3.877551    6.326531   29.124824
    4.081633    6.326531   30.013134
    4.285714    6.326531   30.926242
    4.489796    6.326531   31.862590
    4.693878    6.326531   32.820712
    4.897959    6.326531   33.799235
    5.102041    6.326531   34.796870
    5.306122    6.326531   35.812417
    5.510204    6.326531   36.844769
    5.714286    6.326531   37.892924
    5.918367    6.326531   38.955983
    6.122449    6.326531   40.033128
    6.326531    6.326531   41.123538
    6.530612    6.326531   42.226225
    6.734694    6.326531   43.339823
    6.938776    6.326531   44.462396
    7.142857    6.326531   45.591513
    7.346939    6.326531   46.724960
    7.551020    6.326531   47.862601
    7.755102    6.326531    0.000000
    7.959184    6.326531    0.000000
    8.163265    6.326531    0.000000
    8.367347    6.326531    0.000000
    8.571429    6.326531    0.000000
    8.775510    6.326531    0.000000
    8.979592    6.326531    0.000000
    9.183673    6.326531    0.000000
    9.387755    6.326531    0.000000
    9.591837    6.326531    0.000000
    9.795918    6.326531    0.000000
   10.000000    6.326531    0.000000

    0.000000    6.530612   19.710444
    0.204082    6.530612   19.743374
    0.408163    6.530612   19.841919
    0.612245    6.530612   20.005355
    0.816327    6.530612   20.232505
    1.020408    6.530612   20.521790
    1.224490    6.530612   20.871281
    1.428571    6.530612   21.278772
    1.632653    6.530612   21.741838
    1.836735    6.530612   22.257910
    2.040816    6.530612   22.824330
    2.244898    6.530612   23.438406
    2.448980    6.530612   24.097457
    2.653061    6.530612   24.798849
    2.857143    6.530612   25.540024
    3.061224    6.530612   26.318521
    3.265306    6.530612   27.131987
    3.469388    6.530612   27.978189
    3.673469    6.530612   28.855016
    3.877551    6.530612   29.760483
    4.081633    6.530612   30.692728
    4.285714    6.530612   31.650011
    4.489796    6.530612   32.630706
    4.693878    6.530612   33.633295
    4.897959    6.530612   34.656354
    5.102041    6.530612   35.698546
    5.306122    6.530612   36.758622
    5.510204    6.530612   37.835434
    5.714286    6.530612   38.927969
    5.918367    6.530612   40.035380
    6.122449    6.530612   41.156989
    6.326531    6.530612   42.292205
    6.530612    6.530612   43.440271
    6.734694    6.530612   44.599810
    6.938776    6.530612   45.768212
    7.142857    6.530612   46.941142
    7.346939    6.530612   48.112738
    7.551020    6.530612   49.277516
    7.755102    6.530612    0.000000
    7.959184    6.530612    0.000000
    8.163265    6.530612    0.000000
    8.367347    6.530612    0.000000
    8.571429    6.530612    0.000000
    8.775510    6.530612    0.000000
    8.979592    6.530612    0.000000
    9.183673    6.530612    0.000000
    9.387755    6.530612    0.000000
    9.591837    6.530612    0.000000
    9.795918    6.530612    0.000000
   10.000000    6.530612    0.000000

    0.000000    6.734694   19.718567
    0.204082    6.734694   19.753976
    0.408163    6.734694   19.859910
    0.612245    6.734694   20.035498
    0.816327    6.734694   20.279337
    1.020408    6.734694   20.589547
    1.224490    6.734694   20.963850
    1.428571    6.734694   21.399657
    1.632653    6.734694   21.894151
    1.836735    6.734694   22.444367
    2.040816    6.734694   23.047273
    2.244898    6.734694   23.699821
    2.448980    6.734694   24.399008
    2.653061    6.734694   25.141912
    2.857143    6.734694   25.925719
    3.061224    6.734694   26.747744
    3.265306    6.734694   27.605445
    3.469388    6.734694   28.496426
    3.673469    6.734694   29.418439
    3.877551    6.734694   30.369383
    4.081633    6.734694   31.347303
    4.285714    6.734694   32.350384
    4.489796    6.734694   33.376945
    4.693878    6.734694   34.425422
    4.897959    6.734694   35.494353
    5.102041    6.734694   36.582354
    5.306122    6.734694   37.688111
    5.510204    6.734694   38.810406
    5.714286    6.734694   39.948171
    5.918367    6.734694   41.100596
    6.122449    6.734694   42.267221
    6.326531    6.734694   43.447924
    6.530612    6.734694   44.642639
    6.734694    6.734694   45.850627
    6.938776    6.734694   47.069202
    7.142857    6.734694   48.292083
    7.346939    6.734694   49.508094
    7.551020    6.734694    0.000000
    7.755102    6.734694    0.000000
    7.959184    6.734694    0.000000
    8.163265    6.734694    0.000000
    8.367347    6.734694    0.000000
    8.571429    6.734694    0.000000
    8.775510    6.734694    0.000000
    8.979592    6.734694    0.000000
    9.183673    6.734694    0.000000
    9.387755    6.734694    0.000000
    9.591837    6.734694    0.000000
    9.795918    6.734694    0.000000
   10.000000    6.734694    0.000000

    0.000000    6.938776   19.655772
    0.204082    6.938776   19.693957
    0.408163    6.938776   19.808156
    0.612245    6.938776   19.997312
    0.816327    6.938776   20.259732
    1.020408    6.938776   20.593158
    1.224490    6.938776   20.994877
    1.428571    6.938776   21.461832
    1.632653    6.938776   21.990728
    1.836735    6.938776   22.578135
    2.040816    6.938776   23.220579
    2.244898    6.938776   23.914610
    2.448980    6.938776   24.656863
    2.653061    6.938776   25.444094
    2.857143    6.938776   26.273218
    3.061224    6.938776   27.141315
    3.265306    6.938776   28.045648
    3.469388    6.938776   28.983657
    3.673469    6.938776   29.952955
    3.877551    6.938776   30.951332
    4.081633    6.938776   31.976739
    4.285714    6.938776   33.027298
    4.489796    6.938776   34.101283
    4.693878    6.938776   35.197109
    4.897959    6.938776   36.313294
    5.102041    6.938776   37.448418
    5.306122    6.938776   38.601089
    5.510204    6.938776   39.769949
    5.714286    6.938776   40.953774
    5.918367    6.938776   42.151676
    6.122449    6.938776   43.363398
    6.326531    6.938776   44.589535
    6.530612    6.938776   45.831422
    6.734694    6.938776   47.090254
    6.938776    6.938776   48.365021
    7.142857    6.938776   49.649055
    7.346939    6.938776    0.000000
    7.551020    6.938776    0.000000
    7.755102    6.938776    0.000000
    7.959184    6.938776    0.000000
    8.163265    6.938776    0.000000
    8.367347    6.938776    0.000000
