#    x (m)        y (m)        V(x,y) (V)
    8.979592    1.428571   12.964685
    9.183673    1.428571   13.223393
    9.387755    1.428571   13.485367
    9.591837    1.428571   13.752397
    9.795918    1.428571   14.028647
   10.000000    1.428571    0.000000

    0.000000    1.632653    6.817662
    0.204082    1.632653    6.822968
    0.408163    1.632653    6.838877
    0.612245    1.632653    6.865354
    0.816327    1.632653    6.902344
    1.020408    1.632653    6.949769
    1.224490    1.632653    7.007532
    1.428571    1.632653    7.075514
    1.632653    1.632653    7.153578
    1.836735    1.632653    7.241569
    2.040816    1.632653    7.339314
    2.244898    1.632653    7.446628
    2.448980    1.632653    7.563309
    2.653061    1.632653    7.689144
    2.857143    1.632653    7.823908
    3.061224    1.632653    7.967368
    3.265306    1.632653    8.119283
    3.469388    1.632653    8.279405
    3.673469    1.632653    8.447482
    3.877551    1.632653    8.623256
    4.081633    1.632653    8.806469
    4.285714    1.632653    8.996862
    4.489796    1.632653    9.194176
    4.693878    1.632653    9.398151
    4.897959    1.632653    9.608531
    5.102041    1.632653    9.825064
    5.306122    1.632653   10.047498
    5.510204    1.632653   10.275591
    5.714286    1.632653   10.509100
    5.918367    1.632653   10.747791
    6.122449    1.632653   10.991436
    6.326531    1.632653   11.239813
    6.530612    1.632653   11.492704
    6.734694    1.632653   11.749902
    6.938776    1.632653   12.011204
    7.142857    1.632653   12.276414
    7.346939    1.632653   12.545346
    7.551020    1.632653   12.817816
    7.755102    1.632653   13.093650
    7.959184    1.632653   13.372677
    8.163265    1.632653   13.654731
    8.367347    1.632653   13.939643
    8.571429    1.632653   14.227241
    8.775510    1.632653   14.517341
    8.979592    1.632653   14.809755
    9.183673    1.632653   15.104314
    9.387755    1.632653   15.400988
    9.591837    1.632653   15.700210
    9.795918    1.632653   16.003701
   10.000000    1.632653    0.000000

    0.000000    1.836735    7.636266
    0.204082    1.836735    7.642271
    0.408163    1.836735    7.660273
    0.612245    1.836735    7.690232
    0.816327    1.836735    7.732086
    1.020408    1.836735    7.785744
    1.224490    1.836735    7.851094
    1.428571    1.836735    7.928000
    1.632653    1.836735    8.016304
    1.836735    1.836735    8.115828
    2.040816    1.836735    8.226374
    2.244898    1.836735    8.347728
    2.448980    1.836735    8.479659
    2.653061    1.836735    8.621923
    2.857143    1.836735    8.774262
    3.061224    1.836735    8.936410
    3.265306    1.836735    9.108090
    3.469388    1.836735    9.289019
    3.673469    1.836735    9.478908
    3.877551    1.836735    9.677466
    4.081633    1.836735    9.884397
    4.285714    1.836735   10.099406
    4.489796    1.836735   10.322197
    4.693878    1.836735   10.552476
    4.897959    1.836735   10.789954
    5.102041    1.836735   11.034341
    5.306122    1.836735   11.285355
    5.510204    1.836735   11.542719
    5.714286    1.836735   11.806160
    5.918367    1.836735   12.075413
    6.122449    1.836735   12.350220
    6.326531    1.836735   12.630328
    6.530612    1.836735   12.915496
    6.734694    1.836735   13.205487
    6.938776    1.836735   13.500072
    7.142857    1.836735   13.799033
    7.346939    1.836735   14.102158
    7.551020    1.836735   14.409243
    7.755102    1.836735   14.720090
    7.959184    1.836735   15.034508
    8.163265    1.836735   15.352306
    8.367347    1.836735   15.673285
    8.571429    1.836735   15.997221
    8.775510    1.836735   16.323828
    8.979592    1.836735   16.652696
    9.183673    1.836735   16.983183
    9.387755    1.836735   17.314248
    9.591837    1.836735   17.644234
    9.795918    1.836735   17.970665
   10.000000    1.836735    0.000000

    0.000000    2.040816    8.442857
    0.204082    2.040816    8.449573
    0.408163    2.040816    8.469706
    0.612245    2.040816    8.503212
    0.816327    2.040816    8.550018
    1.020408    2.040816    8.610023
    1.224490    2.040816    8.683096
    1.428571    2.040816    8.769085
    1.632653    2.040816    8.867808
    1.836735    2.040816    8.979062
    2.040816    2.040816    9.102624
    2.244898    2.040816    9.238249
    2.448980    2.040816    9.385675
    2.653061    2.040816    9.544625
    2.857143    2.040816    9.714807
    3.061224    2.040816    9.895918
    3.265306    2.040816   10.087646
    3.469388    2.040816   10.289671
    3.673469    2.040816   10.501666
    3.877551    2.040816   10.723302
    4.081633    2.040816   10.954247
    4.285714    2.040816   11.194167
    4.489796    2.040816   11.442729
    4.693878    2.040816   11.699605
    4.897959    2.040816   11.964467
    5.102041    2.040816   12.236992
    5.306122    2.040816   12.516864
    5.510204    2.040816   12.803771
    5.714286    2.040816   13.097410
    5.918367    2.040816   13.397483
    6.122449    2.040816   13.703702
    6.326531    2.040816   14.015787
    6.530612    2.040816   14.333466
    6.734694    2.040816   14.656477
    6.938776    2.040816   14.984566
    7.142857    2.040816   15.317490
    7.346939    2.040816   15.655012
    7.551020    2.040816   15.996907
    7.755102    2.040816   16.342959
    7.959184    2.040816   16.692957
    8.163265    2.040816   17.046695
    8.367347    2.040816   17.403961
    8.571429    2.040816   17.764510
    8.775510    2.040816   18.128016
    8.979592    2.040816   18.493954
    9.183673    2.040816   18.861372
    9.387755    2.040816   19.228446
    9.591837    2.040816   19.591665
    9.795918    2.040816    0.000000
   10.000000    2.040816    0.000000

    0.000000    2.244898    9.236011
    0.204082    2.244898    9.243453
    0.408163    2.244898    9.265762
    0.612245    2.244898    9.302888
    0.816327    2.244898    9.354748
    1.020408    2.244898    9.421227
    1.224490    2.244898    9.502180
    1.428571    2.244898    9.597431
    1.632653    2.244898    9.706776
    1.836735    2.244898    9.829986
    2.040816    2.244898    9.966808
    2.244898    2.244898   10.116966
    2.448980    2.244898   10.280165
    2.653061    2.244898   10.456093
    2.857143    2.244898   10.644420
    3.061224    2.244898   10.844808
    3.265306    2.244898   11.056905
    3.469388    2.244898   11.280352
    3.673469    2.244898   11.514783
    3.877551    2.244898   11.759831
    4.081633    2.244898   12.015122
    4.285714    2.244898   12.280285
    4.489796    2.244898   12.554950
    4.693878    2.244898   12.838749
    4.897959    2.244898   13.131318
    5.102041    2.244898   13.432298
    5.306122    2.244898   13.741339
    5.510204    2.244898   14.058093
    5.714286    2.244898   14.382226
    5.918367    2.244898   14.713408
    6.122449    2.244898   15.051320
    6.326531    2.244898   15.395653
    6.530612    2.244898   15.746106
    6.734694    2.244898   16.102391
    6.938776    2.244898   16.464228
    7.142857    2.244898   16.831349
    7.346939    2.244898   17.203494
    7.551020    2.244898   17.580417
    7.755102    2.244898   17.961883
    7.959184    2.244898   18.347665
    8.163265    2.244898   18.737553
    8.367347    2.244898   19.131340
    8.571429    2.244898   19.528813
    8.775510    2.244898   19.929707
    8.979592    2.244898   20.333597
    9.183673    2.244898   20.739639
    9.387755    2.244898   21.146005
    9.591837    2.244898   21.548710
    9.795918    2.244898    0.000000
   10.000000    2.244898    0.000000

    0.000000    2.448980   10.014276
    0.204082    2.448980   10.022460
    0.408163    2.448980   10.046995
    0.612245    2.448980   10.087824
    0.816327    2.448980   10.144854
    1.020408    2.448980   10.217954
    1.224490    2.448980   10.306961
    1.428571    2.448980   10.411678
    1.632653    2.448980   10.531875
    1.836735    2.448980   10.667295
    2.040816    2.448980   10.817653
    2.244898    2.448980   10.982640
    2.448980    2.448980   11.161925
    2.653061    2.448980   11.355158
    2.857143    2.448980   11.561972
    3.061224    2.448980   11.781988
    3.265306    2.448980   12.014813
    3.469388    2.448980   12.260047
    3.673469    2.448980   12.517285
    3.877551    2.448980   12.786115
    4.081633    2.448980   13.066124
    4.285714    2.448980   13.356902
    4.489796    2.448980   13.658037
    4.693878    2.448980   13.969123
    4.897959    2.448980   14.289758
    5.102041    2.448980   14.619546
    5.306122    2.448980   14.958100
    5.510204    2.448980   15.305039
    5.714286    2.448980   15.659994
    5.918367    2.448980   16.022604
    6.122449    2.448980   16.392519
    6.326531    2.448980   16.769399
    6.530612    2.448980   17.152917
    6.734694    2.448980   17.542755
    6.938776    2.448980   17.938609
    7.142857    2.448980   18.340184
    7.346939    2.448980   18.747200
    7.551020    2.448980   19.159387
    7.755102    2.448980   19.576490
    7.959184    2.448980   19.998270
    8.163265    2.448980   20.424511
    8.367347    2.448980   20.855027
    8.571429    2.448980   21.289672
    8.775510    2.448980   21.728341
    8.979592    2.448980   22.170940
    9.183673    2.448980   22.617252
    9.387755    2.448980   23.066532
    9.591837    2.448980   23.516504
    9.795918    2.448980    0.000000
   10.000000    2.448980    0.000000

    0.000000    2.653061   10.776165
    0.204082    2.653061   10.785111
    0.408163    2.653061   10.811928
    0.612245    2.653061   10.856554
    0.816327    2.653061   10.918882
    1.020408    2.653061   10.998768
    1.224490    2.653061   11.096028
    1.428571    2.653061   11.210439
    1.632653    2.653061   11.341747
    1.836735    2.653061   11.489661
    2.040816    2.653061   11.653865
    2.244898    2.653061   11.834012
    2.448980    2.653061   12.029733
    2.653061    2.653061   12.240639
    2.857143    2.653061   12.466321
    3.061224    2.653061   12.706356
    3.265306    2.653061   12.960310
    3.469388    2.653061   13.227739
    3.673469    2.653061   13.508193
    3.877551    2.653061   13.801219
    4.081633    2.653061   14.106360
    4.285714    2.653061   14.423162
    4.489796    2.653061   14.751175
    4.693878    2.653061   15.089949
    4.897959    2.653061   15.439046
    5.102041    2.653061   15.798030
    5.306122    2.653061   16.166477
    5.510204    2.653061   16.543971
    5.714286    2.653061   16.930109
    5.918367    2.653061   17.324497
    6.122449    2.653061   17.726754
    6.326531    2.653061   18.136510
    6.530612    2.653061   18.553408
    6.734694    2.653061   18.977105
    6.938776    2.653061   19.407269
    7.142857    2.653061   19.843582
    7.346939    2.653061   20.285738
    7.551020    2.653061   20.733444
    7.755102    2.653061   21.186424
    7.959184    2.653061   21.644420
    8.163265    2.653061   22.107202
    8.367347    2.653061   22.574593
    8.571429    2.653061   23.046510
    8.775510    2.653061   23.523029
    8.979592    2.653061   24.004500
    9.183673    2.653061   24.491675
    9.387755    2.653061   24.985793
    9.591837    2.653061   25.488390
    9.795918    2.653061    0.000000
   10.000000    2.653061    0.000000

    0.000000    2.857143   11.520154
    0.204082    2.857143   11.529883
    0.408163    2.857143   11.559047
    0.612245    2.857143   11.607574
    0.816327    2.857143   11.675347
    1.020408    2.857143   11.762203
    1.224490    2.857143   11.867936
    1.428571    2.857143   11.992299
    1.632653    2.857143   12.135006
    1.836735    2.857143   12.295734
    2.040816    2.857143   12.474129
    2.244898    2.857143   12.669806
    2.448980    2.857143   12.882355
    2.653061    2.857143   13.111342
    2.857143    2.857143   13.356314
    3.061224    2.857143   13.616804
    3.265306    2.857143   13.892331
    3.469388    2.857143   14.182406
    3.673469    2.857143   14.486531
    3.877551    2.857143   14.804207
    4.081633    2.857143   15.134934
    4.285714    2.857143   15.478214
    4.489796    2.857143   15.833551
    4.693878    2.857143   16.200456
    4.897959    2.857143   16.578447
    5.102041    2.857143   16.967052
    5.306122    2.857143   17.365807
    5.510204    2.857143   17.774262
    5.714286    2.857143   18.191977
    5.918367    2.857143   18.618524
    6.122449    2.857143   19.053492
    6.326531    2.857143   19.496480
    6.530612    2.857143   19.947103
    6.734694    2.857143   20.404990
    6.938776    2.857143   20.869783
    7.142857    2.857143   21.341139
    7.346939    2.857143   21.818727
    7.551020    2.857143   22.302231
    7.755102    2.857143   22.791348
    7.959184    2.857143   23.285790
    8.163265    2.857143   23.785297
    8.367347    2.857143   24.289661
    8.571429    2.857143   24.798789
    8.775510    2.857143   25.312832
    8.979592    2.857143   25.832441
    9.183673    2.857143   26.359225
    9.387755    2.857143   26.896508
    9.591837    2.857143    0.000000
    9.795918    2.857143    0.000000
   10.000000    2.857143    0.000000

    0.000000    3.061224   12.244677
    0.204082    3.061224   12.255213
    0.408163    3.061224   12.286794
    0.612245    3.061224   12.339340
    0.816327    3.061224   12.412720
    1.020408    3.061224   12.506753
    1.224490    3.061224   12.621208
    1.428571    3.061224   12.755810
    1.632653    3.061224   12.910239
    1.836735    3.061224   13.084136
    2.040816    3.061224   13.277107
    2.244898    3.061224   13.488725
    2.448980    3.061224   13.718535
    2.653061    3.061224   13.966056
    2.857143    3.061224   14.230788
    3.061224    3.061224   14.512214
    3.265306    3.061224   14.809805
    3.469388    3.061224   15.123021
    3.673469    3.061224   15.451316
    3.877551    3.061224   15.794144
    4.081633    3.061224   16.150957
    4.285714    3.061224   16.521209
    4.489796    3.061224   16.904360
    4.693878    3.061224   17.299877
    4.897959    3.061224   17.707237
    5.102041    3.061224   18.125925
    5.306122    3.061224   18.555441
    5.510204    3.061224   18.995295
    5.714286    3.061224   19.445013
    5.918367    3.061224   19.904134
    6.122449    3.061224   20.372212
    6.326531    3.061224   20.848818
    6.530612    3.061224   21.333537
    6.734694    3.061224   21.825971
    6.938776    3.061224   22.325736
    7.142857    3.061224   22.832465
    7.346939    3.061224   23.345802
    7.551020    3.061224   23.865408
    7.755102    3.061224   24.390950
    7.959184    3.061224   24.922103
    8.163265    3.061224   25.458552
    8.367347    3.061224   26.000002
    8.571429    3.061224   26.546231
    8.775510    3.061224   27.097222
    8.979592    3.061224   27.653485
    9.183673    3.061224   28.216739
    9.387755    3.061224   28.791260
    9.591837    3.061224    0.000000
    9.795918    3.061224    0.000000
   10.000000    3.061224    0.000000

    0.000000    3.265306   12.948121
    0.204082    3.265306   12.959490
    0.408163    3.265306   12.993567
    0.612245    3.265306   13.050264
    0.816327    3.265306   13.129434
    1.020408    3.265306   13.230874
    1.224490    3.265306   13.354327
    1.428571    3.265306   13.499487
    1.632653    3.265306   13.665996
    1.836735    3.265306   13.853458
    2.040816    3.265306   14.061433
    2.244898    3.265306   14.289449
    2.448980    3.265306   14.537000
    2.653061    3.265306   14.803556
    2.857143    3.265306   15.088565
    3.061224    3.265306   15.391458
    3.265306    3.265306   15.711652
    3.469388    3.265306   16.048555
    3.673469    3.265306   16.401570
    3.877551    3.265306   16.770098
    4.081633    3.265306   17.153541
    4.285714    3.265306   17.551305
    4.489796    3.265306   17.962804
    4.693878    3.265306   18.387458
    4.897959    3.265306   18.824699
    5.102041    3.265306   19.273974
    5.306122    3.265306   19.734738
    5.510204    3.265306   20.206467
    5.714286    3.265306   20.688649
    5.918367    3.265306   21.180788
    6.122449    3.265306   21.682407
    6.326531    3.265306   22.193045
    6.530612    3.265306   22.712259
    6.734694    3.265306   23.239623
    6.938776    3.265306   23.774729
    7.142857    3.265306   24.317184
    7.346939    3.265306   24.866612
    7.551020    3.265306   25.422650
    7.755102    3.265306   25.984941
    7.959184    3.265306   26.553124
    8.163265    3.265306   27.126816
    8.367347    3.265306   27.705595
    8.571429    3.265306   28.288989
    8.775510    3.265306   28.876522
    8.979592    3.265306   29.467932
    9.183673    3.265306   30.063778
    9.387755    3.265306   30.666908
    9.591837    3.265306    0.000000
    9.795918    3.265306    0.000000
   10.000000    3.265306    0.000000

    0.000000    3.469388   13.628816
    0.204082    3.469388   13.641048
    0.408163    3.469388   13.677711
    0.612245    3.469388   13.738705
    0.816327    3.469388   13.823868
    1.020408    3.469388   13.932972
    1.224490    3.469388   14.065732
    1.428571    3.469388   14.221805
    1.632653    3.469388   14.400796
    1.836735    3.469388   14.602261
    2.040816    3.469388   14.825715
    2.244898    3.469388   15.070632
    2.448980    3.469388   15.336456
    2.653061    3.469388   15.622600
    2.857143    3.469388   15.928457
    3.061224    3.469388   16.253400
    3.265306    3.469388   16.596789
    3.469388    3.469388   16.957977
    3.673469    3.469388   17.336311
    3.877551    3.469388   17.731137
